29 29 124
0 7 4 5
0 7 5 5
0 7 6 5
0 7 7 5
0 7 8 5
0 7 9 5
0 7 10 5
0 7 11 5
0 7 12 5
0 7 13 5
0 7 14 5
0 7 15 5
0 7 16 5
0 7 17 5
0 7 18 5
0 7 19 5
0 7 20 5
0 7 21 5
0 7 22 5
0 7 23 5
0 7 24 5
0 7 25 5
0 7 26 5
0 7 27 5
0 7 28 5
0 7 29 5
0 7 30 5
0 7 31 5
0 7 32 5
0 7 33 5
0 7 34 5
0 7 35 5
0 7 36 5
0 7 37 5
0 7 38 5
0 7 39 5
0 7 40 5
0 7 41 5
0 7 42 5
0 7 43 5
0 7 44 5
0 7 45 5
0 7 46 5
0 7 47 5
0 7 48 5
0 7 49 5
0 7 50 5
0 7 51 5
0 7 52 5
0 7 53 5
0 7 54 5
0 7 55 5
0 7 56 5
0 7 57 5
0 7 58 5
0 7 59 5
0 7 60 5
0 7 61 5
0 7 62 5
0 7 63 5
0 7 64 5
0 7 65 5
0 7 66 5
0 7 67 5
0 7 68 5
0 7 69 5
0 7 70 5
0 7 71 5
0 7 72 5
0 7 73 5
0 7 74 5
0 7 75 5
0 7 76 5
0 7 77 5
0 7 78 5
0 7 79 5
0 7 80 5
0 7 81 5
0 7 82 5
0 7 83 5
0 7 84 5
0 7 85 5
0 7 86 5
0 7 87 5
0 7 88 5
0 7 89 5
0 7 90 5
0 7 91 5
0 7 92 5
0 7 93 5
0 7 94 5
0 7 95 5
0 7 96 5
0 7 97 5
0 7 98 5
0 7 99 5
0 7 100 5
0 7 101 5
0 7 102 5
0 7 103 5
0 7 104 5
0 7 105 5
0 7 106 5
0 7 107 5
0 7 108 5
0 7 109 5
0 7 110 5
0 7 111 5
0 7 112 5
0 7 113 5
0 7 114 5
0 7 115 5
0 7 116 5
0 7 117 5
0 7 118 5
0 7 119 5
0 7 120 5
0 7 121 5
0 7 122 5
0 7 123 5
0 8 0 5
0 8 1 5
0 8 2 5
0 8 3 5
0 8 4 5
0 8 5 5
0 8 6 5
0 8 7 5
0 8 8 5
0 8 9 5
0 8 10 5
0 8 11 5
0 8 12 5
0 8 13 5
0 8 14 5
0 8 15 5
0 8 16 5
0 8 17 5
0 8 18 5
0 8 19 5
0 8 20 5
0 8 21 5
0 8 22 5
0 8 23 5
0 8 24 5
0 8 25 5
0 8 26 5
0 8 27 5
0 8 28 5
0 8 29 5
0 8 30 5
0 8 31 5
0 8 32 5
0 8 33 5
0 8 34 5
0 8 35 5
0 8 36 5
0 8 37 5
0 8 38 5
0 8 39 5
0 8 40 5
0 8 41 5
0 8 42 5
0 8 43 5
0 8 44 5
0 8 45 5
0 8 46 5
0 8 47 5
0 8 48 5
0 8 49 5
0 8 50 5
0 8 51 5
0 8 52 5
0 8 53 5
0 8 54 5
0 8 55 5
0 8 56 5
0 8 57 5
0 8 58 5
0 8 59 5
0 8 60 5
0 8 61 5
0 8 62 5
0 8 63 5
0 8 64 5
0 8 65 5
0 8 66 5
0 8 67 5
0 8 68 5
0 8 69 5
0 8 70 5
0 8 71 5
0 8 72 5
0 8 73 5
0 8 74 5
0 8 75 5
0 8 76 5
0 8 77 5
0 8 78 5
0 8 79 5
0 8 80 5
0 8 81 5
0 8 82 5
0 8 83 5
0 8 84 5
0 8 85 5
0 8 86 5
0 8 87 5
0 8 88 5
0 8 89 5
0 8 90 5
0 8 91 5
0 8 92 5
0 8 93 5
0 8 94 5
0 8 95 5
0 8 96 5
0 8 97 5
0 8 98 5
0 8 99 5
0 8 100 5
0 8 101 5
0 8 102 5
0 8 103 5
0 8 104 5
0 8 105 5
0 8 106 5
0 8 107 5
0 8 108 5
0 8 109 5
0 8 110 5
0 8 111 5
0 8 112 5
0 8 113 5
0 8 114 5
0 8 115 5
0 8 116 5
0 8 117 5
0 8 118 5
0 8 119 5
0 8 120 5
0 8 121 5
0 8 122 5
0 8 123 5
0 9 0 5
0 9 1 5
0 9 2 5
0 9 3 5
0 9 4 5
0 9 5 5
0 9 6 5
0 9 7 5
0 9 8 5
0 9 9 5
0 9 10 5
0 9 11 5
0 9 12 5
0 9 13 5
0 9 14 5
0 9 15 5
0 9 16 5
0 9 17 5
0 9 18 5
0 9 19 5
0 9 20 5
0 9 21 5
0 9 22 5
0 9 23 5
0 9 24 5
0 9 25 5
0 9 26 5
0 9 27 5
0 9 28 5
0 9 29 5
0 9 30 5
0 9 31 5
0 9 32 5
0 9 33 5
0 9 34 5
0 9 35 5
0 9 36 5
0 9 37 5
0 9 38 5
0 9 39 5
0 9 40 5
0 9 41 5
0 9 42 5
0 9 43 5
0 9 44 5
0 9 45 5
0 9 46 5
0 9 47 5
0 9 48 5
0 9 49 5
0 9 50 5
0 9 51 5
0 9 52 5
0 9 53 5
0 9 54 5
0 9 55 5
0 9 56 5
0 9 57 5
0 9 58 5
0 9 59 5
0 9 60 5
0 9 61 5
0 9 62 5
0 9 63 5
0 9 64 5
0 9 65 5
0 9 66 5
0 9 67 5
0 9 68 5
0 9 69 5
0 9 70 5
0 9 71 5
0 9 72 5
0 9 73 5
0 9 74 5
0 9 75 5
0 9 76 5
0 9 77 5
0 9 78 5
0 9 79 5
0 9 80 5
0 9 81 5
0 9 82 5
0 9 83 5
0 9 84 5
0 9 85 5
0 9 86 5
0 9 87 5
0 9 88 5
0 9 89 5
0 9 90 5
0 9 91 5
0 9 92 5
0 9 93 5
0 9 94 5
0 9 95 5
0 9 96 5
0 9 97 5
0 9 98 5
0 9 99 5
0 9 100 5
0 9 101 5
0 9 102 5
0 9 103 5
0 9 104 5
0 9 105 5
0 9 106 5
0 9 107 5
0 9 108 5
0 9 109 5
0 9 110 5
0 9 111 5
0 9 112 5
0 9 113 5
0 9 114 5
0 9 115 5
0 9 116 5
0 9 117 5
0 9 118 5
0 9 119 5
0 9 120 5
0 9 121 5
0 9 122 5
0 9 123 5
0 10 0 5
0 10 1 5
0 10 2 5
0 10 3 5
0 10 4 5
0 10 5 5
0 10 6 5
0 10 7 5
0 10 8 5
0 10 9 5
0 10 10 5
0 10 11 5
0 10 12 5
0 10 13 5
0 10 14 5
0 10 15 5
0 10 16 5
0 10 17 5
0 10 18 5
0 10 19 5
0 10 20 5
0 10 21 5
0 10 22 5
0 10 23 5
0 10 24 5
0 10 25 5
0 10 26 5
0 10 27 5
0 10 28 5
0 10 29 5
0 10 30 5
0 10 31 5
0 10 32 5
0 10 33 5
0 10 34 5
0 10 35 5
0 10 36 5
0 10 37 5
0 10 38 5
0 10 39 5
0 10 40 5
0 10 41 5
0 10 42 5
0 10 43 5
0 10 44 5
0 10 45 5
0 10 46 5
0 10 47 5
0 10 48 5
0 10 49 5
0 10 50 5
0 10 51 5
0 10 52 5
0 10 53 5
0 10 54 5
0 10 55 5
0 10 56 5
0 10 57 5
0 10 58 5
0 10 59 5
0 10 60 5
0 10 61 5
0 10 62 5
0 10 63 5
0 10 64 5
0 10 65 5
0 10 66 5
0 10 67 5
0 10 68 5
0 10 69 5
0 10 70 5
0 10 71 5
0 10 72 5
0 10 73 5
0 10 74 5
0 10 75 5
0 10 76 5
0 10 77 5
0 10 78 5
0 10 79 5
0 10 80 5
0 10 81 5
0 10 82 5
0 10 83 5
0 10 84 5
0 10 85 5
0 10 86 5
0 10 87 5
0 10 88 5
0 10 89 5
0 10 90 5
0 10 91 5
0 10 92 5
0 10 93 5
0 10 94 5
0 10 95 5
0 10 96 5
0 10 97 5
0 10 98 5
0 10 99 5
0 10 100 5
0 10 101 5
0 10 102 5
0 10 103 5
0 10 104 5
0 10 105 5
0 10 106 5
0 10 107 5
0 10 108 5
0 10 109 5
0 10 110 5
0 10 111 5
0 10 112 5
0 10 113 5
0 10 114 5
0 10 115 5
0 10 116 5
0 10 117 5
0 10 118 5
0 10 119 5
0 10 120 5
0 10 121 5
0 10 122 5
0 10 123 5
0 11 0 5
0 11 1 5
0 11 2 5
0 11 3 5
0 11 4 5
0 11 5 5
0 11 6 5
0 11 7 5
0 11 8 5
0 11 9 5
0 11 10 5
0 11 11 5
0 11 12 5
0 11 13 5
0 11 14 5
0 11 15 5
0 11 16 5
0 11 17 5
0 11 18 5
0 11 19 5
0 11 20 5
0 11 21 5
0 11 22 5
0 11 23 5
0 11 24 5
0 11 25 5
0 11 26 5
0 11 27 5
0 11 28 5
0 11 29 5
0 11 30 5
0 11 31 5
0 11 32 5
0 11 33 5
0 11 34 5
0 11 35 5
0 11 36 5
0 11 37 5
0 11 38 5
0 11 39 5
0 11 40 5
0 11 41 5
0 11 42 5
0 11 43 5
0 11 44 5
0 11 45 5
0 11 46 5
0 11 47 5
0 11 48 5
0 11 49 5
0 11 50 5
0 11 51 5
0 11 52 5
0 11 53 5
0 11 54 5
0 11 55 5
0 11 56 5
0 11 57 5
0 11 58 5
0 11 59 5
0 11 60 5
0 11 61 5
0 11 62 5
0 11 63 5
0 11 64 5
0 11 65 5
0 11 66 5
0 11 67 5
0 11 68 5
0 11 69 5
0 11 70 5
0 11 71 5
0 11 72 5
0 11 73 5
0 11 74 5
0 11 75 5
0 11 76 5
0 11 77 5
0 11 78 5
0 11 79 5
0 11 80 5
0 11 81 5
0 11 82 5
0 11 83 5
0 11 84 5
0 11 85 5
0 11 86 5
0 11 87 5
0 11 88 5
0 11 89 5
0 11 90 5
0 11 91 5
0 11 92 5
0 11 93 5
0 11 94 5
0 11 95 5
0 11 96 5
0 11 97 5
0 11 98 5
0 11 99 5
0 11 100 5
0 11 101 5
0 11 102 5
0 11 103 5
0 11 104 5
0 11 105 5
0 11 106 5
0 11 107 5
0 11 108 5
0 11 109 5
0 11 110 5
0 11 111 5
0 11 112 5
0 11 113 5
0 11 114 5
0 11 115 5
0 11 116 5
0 11 117 5
0 11 118 5
0 11 119 5
0 11 120 5
0 11 121 5
0 11 122 5
0 11 123 5
0 12 0 5
0 12 1 5
0 12 2 5
0 12 3 5
0 12 4 5
0 12 5 5
0 12 6 5
0 12 7 5
0 12 8 5
0 12 9 5
0 12 10 5
0 12 11 5
0 12 12 5
0 12 13 5
0 12 14 5
0 12 15 5
0 12 16 5
0 12 17 5
0 12 18 5
0 12 19 5
0 12 20 5
0 12 21 5
0 12 22 5
0 12 23 5
0 12 24 5
0 12 25 5
0 12 26 5
0 12 27 5
0 12 28 5
0 12 29 5
0 12 30 5
0 12 31 5
0 12 32 5
0 12 33 5
0 12 34 5
0 12 35 5
0 12 36 5
0 12 37 5
0 12 38 5
0 12 39 5
0 12 40 5
0 12 41 5
0 12 42 5
0 12 43 5
0 12 44 5
0 12 45 5
0 12 46 5
0 12 47 5
0 12 48 5
0 12 49 5
0 12 50 5
0 12 51 5
0 12 52 5
0 12 53 5
0 12 54 5
0 12 55 5
0 12 56 5
0 12 57 5
0 12 58 5
0 12 59 5
0 12 60 5
0 12 61 5
0 12 62 5
0 12 63 5
0 12 64 5
0 12 65 5
0 12 66 5
0 12 67 5
0 12 68 5
0 12 69 5
0 12 70 5
0 12 71 5
0 12 72 5
0 12 73 5
0 12 74 5
0 12 75 5
0 12 76 5
0 12 77 5
0 12 78 5
0 12 79 5
0 12 80 5
0 12 81 5
0 12 82 5
0 12 83 5
0 12 84 5
0 12 85 5
0 12 86 5
0 12 87 5
0 12 88 5
0 12 89 5
0 12 90 5
0 12 91 5
0 12 92 5
0 12 93 5
0 12 94 5
0 12 95 5
0 12 96 5
0 12 97 5
0 12 98 5
0 12 99 5
0 12 100 5
0 12 101 5
0 12 102 5
0 12 103 5
0 12 104 5
0 12 105 5
0 12 106 5
0 12 107 5
0 12 108 5
0 12 109 5
0 12 110 5
0 12 111 5
0 12 112 5
0 12 113 5
0 12 114 5
0 12 115 5
0 12 116 5
0 12 117 5
0 12 118 5
0 12 119 5
0 12 120 5
0 12 121 5
0 12 122 5
0 12 123 5
0 13 0 5
0 13 1 5
0 13 2 5
0 13 3 5
0 13 4 5
0 13 5 5
0 13 6 5
0 13 7 5
0 13 8 5
0 13 9 5
0 13 10 5
0 13 11 5
0 13 12 5
0 13 13 5
0 13 14 5
0 13 15 5
0 13 16 5
0 13 17 5
0 13 18 5
0 13 19 5
0 13 20 5
0 13 21 5
0 13 22 5
0 13 23 5
0 13 24 5
0 13 25 5
0 13 26 5
0 13 27 5
0 13 28 5
0 13 29 5
0 13 30 5
0 13 31 5
0 13 32 5
0 13 33 5
0 13 34 5
0 13 35 5
0 13 36 5
0 13 37 5
0 13 38 5
0 13 39 5
0 13 40 5
0 13 41 5
0 13 42 5
0 13 43 5
0 13 44 5
0 13 45 5
0 13 46 5
0 13 47 5
0 13 48 5
0 13 49 5
0 13 50 5
0 13 51 5
0 13 52 5
0 13 53 5
0 13 54 5
0 13 55 5
0 13 56 5
0 13 57 5
0 13 58 5
0 13 59 5
0 13 60 5
0 13 61 5
0 13 62 5
0 13 63 5
0 13 64 5
0 13 65 5
0 13 66 5
0 13 67 5
0 13 68 5
0 13 69 5
0 13 70 5
0 13 71 5
0 13 72 5
0 13 73 5
0 13 74 5
0 13 75 5
0 13 76 5
0 13 77 5
0 13 78 5
0 13 79 5
0 13 80 5
0 13 81 5
0 13 82 5
0 13 83 5
0 13 84 5
0 13 85 5
0 13 86 5
0 13 87 5
0 13 88 5
0 13 89 5
0 13 90 5
0 13 91 5
0 13 92 5
0 13 93 5
0 13 94 5
0 13 95 5
0 13 96 5
0 13 97 5
0 13 98 5
0 13 99 5
0 13 100 5
0 13 101 5
0 13 102 5
0 13 103 5
0 13 104 5
0 13 105 5
0 13 106 5
0 13 107 5
0 13 108 5
0 13 109 5
0 13 110 5
0 13 111 5
0 13 112 5
0 13 113 5
0 13 114 5
0 13 115 5
0 13 116 5
0 13 117 5
0 13 118 5
0 13 119 5
0 13 120 5
0 13 121 5
0 13 122 5
0 13 123 5
0 14 0 5
0 14 1 5
0 14 2 5
0 14 3 5
0 14 4 5
0 14 5 5
0 14 6 5
0 14 7 5
0 14 8 5
0 14 9 5
0 14 10 5
0 14 11 5
